,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
112,2016-06-17,6550,6550,6350,6370,290700,1592.5
113,2016-06-20,6480,6630,6460,6550,156900,1637.5
114,2016-06-21,6550,6700,6500,6700,171400,1675
115,2016-06-22,6650,6680,6540,6600,148700,1650
116,2016-06-23,6560,6580,6450,6510,193700,1627.5
117,2016-06-24,6670,6670,6070,6220,307000,1555
118,2016-06-27,6300,6620,6300,6590,253800,1647.5
119,2016-06-28,6430,6590,6360,6550,171800,1637.5
120,2016-06-29,6600,6660,6540,6580,119700,1645
121,2016-06-30,6590,6700,6560,6610,143100,1652.5
122,2016-07-01,6610,6920,6570,6870,337400,1717.5
123,2016-07-04,6870,6930,6800,6860,157400,1715
124,2016-07-05,6860,6950,6830,6950,200900,1737.5
125,2016-07-06,6850,6860,6680,6850,188500,1712.5
126,2016-07-07,6790,6800,6630,6720,175800,1680
127,2016-07-08,6700,6770,6600,6610,155200,1652.5
128,2016-07-11,6760,6890,6730,6810,178900,1702.5
129,2016-07-12,6900,6930,6850,6860,199900,1715
130,2016-07-13,6960,6970,6790,6810,192000,1702.5
131,2016-07-14,6840,6920,6770,6900,202400,1725
132,2016-07-15,6900,6900,6630,6700,292900,1675
133,2016-07-19,6400,6480,6170,6370,587400,1592.5
134,2016-07-20,6310,6400,6230,6390,448700,1597.5
135,2016-07-21,6790,6790,6230,6330,579400,1582.5
136,2016-07-22,6270,6370,6250,6320,223400,1580
137,2016-07-25,6330,6400,6260,6330,197500,1582.5
138,2016-07-26,6270,6380,6270,6330,201500,1582.5
139,2016-07-27,6430,6490,6340,6410,343600,1602.5
140,2016-07-28,6320,6340,6160,6220,337000,1555
141,2016-07-29,6210,6310,6150,6290,221100,1572.5
142,2016-08-01,6490,6940,6380,6720,679300,1680
143,2016-08-02,6660,6830,6630,6710,314300,1677.5
144,2016-08-03,6610,6740,6590,6610,218700,1652.5
145,2016-08-04,6580,6580,6320,6340,287800,1585
146,2016-08-05,6200,6320,6050,6120,540300,1530
147,2016-08-08,6140,6170,5990,6050,274100,1512.5
148,2016-08-09,6040,6060,5920,6050,347500,1512.5
149,2016-08-10,6080,6190,6010,6180,262700,1545
150,2016-08-12,6250,6430,6180,6350,417100,1587.5
151,2016-08-15,6340,6400,6280,6320,141400,1580
152,2016-08-16,6280,6320,6090,6110,216200,1527.5
153,2016-08-17,6020,6130,5980,6020,267500,1505
154,2016-08-18,6000,6030,5740,5750,488300,1437.5
155,2016-08-19,5850,5850,5590,5690,410500,1422.5
156,2016-08-22,5690,5790,5690,5780,217200,1445
157,2016-08-23,5860,6040,5830,5980,303500,1495
158,2016-08-24,5990,6010,5890,5990,182800,1497.5
159,2016-08-25,5940,5950,5790,5840,212300,1460
160,2016-08-26,5840,5840,5720,5760,192400,1440
161,2016-08-29,5750,5840,5680,5720,202300,1430
162,2016-08-30,5680,5710,5600,5660,280700,1415
163,2016-08-31,5650,5700,5590,5690,254100,1422.5
164,2016-09-01,5670,5720,5630,5690,184400,1422.5
165,2016-09-02,5650,5760,5650,5700,228800,1425
166,2016-09-05,5730,5730,5590,5620,244500,1405
167,2016-09-06,5610,5740,5610,5710,241600,1427.5
168,2016-09-07,5780,5910,5760,5850,339700,1462.5
169,2016-09-08,5880,5880,5770,5780,212000,1445
170,2016-09-09,5710,5730,5610,5630,302700,1407.5
171,2016-09-12,5550,5670,5540,5600,169100,1400
172,2016-09-13,5650,5680,5600,5650,133100,1412.5
173,2016-09-14,5650,5820,5630,5750,274400,1437.5
174,2016-09-15,5700,5740,5670,5680,103100,1420
175,2016-09-16,5800,5950,5780,5870,197200,1467.5
176,2016-09-20,5890,6110,5880,6000,297000,1500
177,2016-09-21,6120,6220,6030,6210,375300,1552.5
178,2016-09-23,6270,6390,6250,6380,345900,1595
179,2016-09-26,6280,6330,6210,6220,231500,1555
180,2016-09-27,6180,6380,6110,6380,257200,1595
181,2016-09-28,3245,3255,3120,3175,309500,1587.5
182,2016-09-29,3200,3205,3110,3130,281800,1565
183,2016-09-30,3100,3145,3065,3115,235900,1557.5
184,2016-10-03,3130,3160,3095,3135,227400,1567.5
185,2016-10-04,3170,3205,3140,3195,397800,1597.5
186,2016-10-05,3205,3230,3155,3175,435000,1587.5
187,2016-10-06,3175,3190,3075,3090,473700,1545
188,2016-10-07,3080,3115,3075,3100,275500,1550
189,2016-10-11,3100,3100,3050,3075,220000,1537.5
190,2016-10-12,3050,3095,3040,3045,352500,1522.5
191,2016-10-13,3060,3165,3050,3160,644600,1580
192,2016-10-14,3155,3250,3135,3195,655200,1597.5
193,2016-10-17,3165,3170,3110,3120,258300,1560
194,2016-10-18,3420,3445,3295,3355,1544200,1677.5
195,2016-10-19,3390,3445,3360,3415,1246800,1707.5
196,2016-10-20,3415,3485,3365,3405,1204800,1702.5
197,2016-10-21,3365,3370,3295,3315,583200,1657.5
198,2016-10-24,3310,3365,3295,3330,415800,1665
199,2016-10-25,3300,3325,3265,3320,518700,1660
200,2016-10-26,3300,3345,3280,3305,728200,1652.5
201,2016-10-27,3315,3335,3295,3310,330400,1655
202,2016-10-28,3310,3340,3280,3300,520500,1650
203,2016-10-31,3400,3480,3375,3415,748800,1707.5
204,2016-11-01,3400,3410,3350,3395,458900,1697.5
205,2016-11-02,3380,3405,3340,3400,554400,1700
206,2016-11-04,3375,3460,3375,3435,669700,1717.5
207,2016-11-07,3425,3445,3385,3410,485400,1705
208,2016-11-08,3400,3445,3395,3405,403500,1702.5
209,2016-11-09,3405,3445,3235,3300,694000,1650
210,2016-11-10,3405,3455,3370,3445,549000,1722.5
211,2016-11-11,3415,3430,3255,3270,815600,1635
212,2016-11-14,3225,3250,3160,3195,1120000,1597.5
213,2016-11-15,3265,3265,3140,3190,761200,1595
214,2016-11-16,3190,3230,3115,3225,840400,1612.5
215,2016-11-17,3210,3285,3210,3235,408500,1617.5
216,2016-11-18,3260,3285,3230,3255,663400,1627.5
217,2016-11-21,3265,3275,3195,3215,533700,1607.5
218,2016-11-22,3170,3235,3170,3230,560700,1615
219,2016-11-24,3250,3250,3185,3220,513900,1610
220,2016-11-25,3210,3210,3110,3130,705000,1565
221,2016-11-28,3090,3175,3070,3150,512900,1575
222,2016-11-29,3170,3200,3135,3140,401400,1570
223,2016-11-30,3135,3140,3105,3120,412800,1560
224,2016-12-01,3110,3120,3075,3085,729000,1542.5
225,2016-12-02,3070,3080,2914,2950,1665700,1475
226,2016-12-05,2960,2982,2943,2956,891000,1478
227,2016-12-06,2987,3020,2919,2930,859500,1465
228,2016-12-07,2912,2945,2827,2840,1232900,1420
229,2016-12-08,2873,2893,2841,2878,1043100,1439
230,2016-12-09,2843,2903,2843,2872,716400,1436
231,2016-12-12,2895,2974,2876,2952,874400,1476
232,2016-12-13,2977,3070,2973,3060,922000,1530
233,2016-12-14,3110,3195,3090,3155,1301900,1577.5
234,2016-12-15,3145,3155,3115,3135,703000,1567.5
235,2016-12-16,3155,3175,3130,3140,545800,1570
236,2016-12-19,3115,3120,3075,3105,389000,1552.5
237,2016-12-20,3130,3145,3120,3135,393700,1567.5
238,2016-12-21,3125,3155,3090,3150,726000,1575
239,2016-12-22,3145,3185,3140,3145,583000,1572.5
240,2016-12-26,3140,3225,3130,3200,458600,1600
241,2016-12-27,3180,3230,3175,3220,383900,1610
242,2016-12-28,3235,3260,3215,3225,398800,1612.5
243,2016-12-29,3220,3240,3200,3220,498400,1610
244,2016-12-30,3195,3250,3190,3250,452400,1625
